Number,From Name,To Number,To Name,ID,Circuit,Status,Xfrmr,From MW,From Mvar,From MVA,Lim MVA,MW Loss,Mvar Loss,Test No,Group,Condition,,
40,QUEENSTO,41,NEWTON,231,1,Closed,No,0,-9,9,180,0,-9,5,LR,OK,,
40,QUEENSTO,119,QUEENFAR,232,1,Closed,No,0,9,9,180,0,-8.8,5,LR,OK,,
43,BASTYAN,42,FARRELL,233,1,Closed,No,80,-2.8,80.1,180,0.9,-5.4,5,LR,OK,,
42,FARRELL,44,JOHN BUT,234,1,Closed,No,-141.1,17.2,142.2,180,2.9,2.6,5,LR,OK,,
42,FARRELL,45,TRIBUTE,235,1,Closed,No,-82,-1.7,82.1,180,1,-5.1,5,LR,OK,,
46,REECE,42,FARRELL,236,1,Closed,No,115,-9.6,115.4,180,1.8,-1.6,5,LR,OK,,
47,REECE,42,FARRELL,237,1,Closed,No,115,-9.6,115.4,180,1.8,-1.6,5,LR,OK,,
121,NBUS,51,FISHER,238,1,Closed,No,53.6,31.1,62,180,0.5,-7.1,5,LR,OK,,
52,ROWALLAN,121,NBUS,239,1,Closed,No,11,-54.6,55.7,180,0.4,-7.8,5,LR,OK,,
54,TAMAR VA,53,53,240,1,Closed,No,200,31.2,202.4,180,5.7,14.1,5,LR,OK,,
53,53,55,BASSLINK,241,1,Closed,No,0.3,-84,84,180,0.3,-84,5,LR,OK,,
56,COMALCO,53,53,242,1,Closed,No,-300,0,300,180,15.5,54.2,5,LR,OK,,
53,53,57,GEORGE T,243,1,Closed,Yes,103.2,-3.3,103.3,180,1.6,-1.8,5,LR,OK,,
57,GEORGE T,59,TEMCO,244,1,Closed,No,101.6,-1.5,101.6,180,1.6,-1.5,5,LR,OK,,
120,NBUSQUEW,132,132,245,1,Closed,No,157.2,51.1,165.3,180,0,30,5,LR,OK,,
11,SMITHTON,10,PORT LAT,246,1,Closed,No,-159.1,17.3,160,180,4.5,10.7,6,LR,OK,,
10,PORT LAT,20,BURNIE,247,1,Closed,No,-163.6,6.6,163.7,180,4.5,10.4,6,LR,OK,,
11,SMITHTON,20,BURNIE,248,1,Closed,No,-182.1,-16.9,182.9,100,0,42.3,6,LR,OK,,
33,SLACK,11,SMITHTON,249,1,Closed,Yes,-341.2,191.9,391.5,1000,0,191.5,6,LR,OK,,
12,EMU BAY,13,ULVERSTO,250,1,Closed,No,-9,-42,42.9,180,0.2,-7.6,6,LR,OK,,
20,BURNIE,12,EMU BAY,251,1,Closed,No,-8.6,-48.7,49.5,180,0.3,-6.7,6,LR,OK,,
13,ULVERSTO,14,PALOONA,252,1,Closed,No,-9.2,-34.4,35.6,180,0.1,-8.3,6,LR,OK,,
14,PALOONA,15,SHEFFIEL,253,1,Closed,No,1.5,53.7,53.7,180,0.5,-6.9,6,LR,OK,,
15,SHEFFIEL,16,WESLEY V,254,1,Closed,No,0,-8.4,8.4,180,0,-8.4,6,LR,OK,,
15,SHEFFIEL,17,DEVONPOR,255,1,Closed,No,0,-8.5,8.5,180,0,-8.5,6,LR,OK,,
15,SHEFFIEL,18,RAILTON,256,1,Closed,No,0,-8.5,8.5,180,0,-8.5,6,LR,OK,,
19,DEVILS G,15,SHEFFIEL,257,1,Closed,No,-205.7,24.6,207.2,180,6.7,18.4,6,LR,OK,,
20,BURNIE,15,SHEFFIEL,258,1,Closed,No,-24.7,-59.8,64.7,180,0.6,-5.8,6,LR,OK,,
15,SHEFFIEL,22,SHEFF_B2,259,1,Closed,Yes,-236.7,38.2,239.7,1000,0,79.8,6,LR,OK,,
16,WESLEY V,17,DEVONPOR,260,1,Open,No,0,0,0,180,0,0,6,LR,OK,,
19,DEVILS G,21,DEVILS B,261,1,Closed,Yes,205.7,-24.6,207.2,1000,0,62.3,6,LR,OK,,
23,,20,BURNIE,262,1,Closed,Yes,161.3,20.4,162.6,1000,0,39.6,6,LR,OK,,
34,Hamsphir,20,BURNIE,263,1,Closed,No,159.6,-18.2,160.7,180,4,8.1,6,LR,OK,,
22,SHEFF_B2,23,,264,1,Closed,No,165.5,29,168.1,180,4.2,8.6,6,LR,OK,,
42,FARRELL,22,SHEFF_B2,265,1,Closed,No,447,-21.8,447.6,180,28.3,104.2,6,LR,OK,,
48,CETHANA,22,SHEFF_B2,266,1,Closed,No,85,30.1,90.2,180,1.2,-4.1,6,LR,OK,,
49,WILMOT,22,SHEFF_B2,267,1,Closed,No,51,37.5,63.3,180,0.6,-6.4,6,LR,OK,,
50,LEMONTHY,22,SHEFF_B2,268,1,Closed,No,30,42.4,51.9,180,0.4,-7.1,6,LR,OK,,
51,FISHER,22,SHEFF_B2,269,1,Closed,No,53.1,37,64.7,180,0.6,-6.3,6,LR,OK,,
53,53,22,SHEFF_B2,270,1,Closed,No,-224.7,49.7,230.1,180,8.1,23.7,6,LR,OK,,
132,132,34,Hamsphir,271,1,Closed,No,159.6,10.9,160,180,0,29.1,6,LR,OK,,
132,132,35,Savage r,272,1,Closed,No,0,0,0,180,0,0,6,LR,OK,,
36,QUE,120,NBUSQUEW,273,1,Closed,No,0,0,0,180,0,-8.4,6,LR,OK,,
37,37,38,MACKINTO,274,1,Closed,No,-79.1,-11.3,79.9,180,0.9,-5.3,6,LR,OK,,
39,ROSEBERY,37,37,275,1,Closed,No,-0.6,4.8,4.8,180,0,-8.7,6,LR,OK,,
37,37,42,FARRELL,276,1,Closed,Yes,-80.6,7.9,81,180,1,-5,6,LR,OK,,
37,37,119,QUEENFAR,277,1,Closed,No,-0.5,-21.8,21.8,180,0,-8.7,6,LR,OK,,
37,37,120,NBUSQUEW,278,1,Closed,No,159.6,38.7,164.3,180,0,7,6,LR,OK,,
39,ROSEBERY,119,QUEENFAR,279,1,Closed,No,0.6,-4.8,4.8,0,0,0,6,LR,OK,,
40,QUEENSTO,41,NEWTON,280,1,Closed,No,0,-9.1,9.1,180,0,-9.1,6,LR,OK,,
40,QUEENSTO,119,QUEENFAR,281,1,Closed,No,0,9.1,9.1,180,0,-8.9,6,LR,OK,,
43,BASTYAN,42,FARRELL,282,1,Closed,No,80,-4,80.1,180,0.9,-5.4,6,LR,OK,,
42,FARRELL,44,JOHN BUT,283,1,Closed,No,-141.1,18.4,142.3,180,2.9,2.6,6,LR,OK,,
42,FARRELL,45,TRIBUTE,284,1,Closed,No,-82,-0.5,82,180,1,-5.1,6,LR,OK,,
46,REECE,42,FARRELL,285,1,Closed,No,115,-10.7,115.5,180,1.8,-1.6,6,LR,OK,,
47,REECE,42,FARRELL,286,1,Closed,No,115,-10.7,115.5,180,1.8,-1.6,6,LR,OK,,
121,NBUS,51,FISHER,287,1,Closed,No,53.7,29.9,61.4,180,0.5,-7.1,6,LR,OK,,
52,ROWALLAN,121,NBUS,288,1,Closed,No,11,-53.5,54.6,180,0.3,-7.9,6,LR,OK,,
54,TAMAR VA,53,53,289,1,Closed,No,200,30.5,202.3,180,5.7,14.1,6,LR,OK,,
53,53,55,BASSLINK,290,1,Closed,No,0.3,-84.1,84.1,180,0.3,-84.1,6,LR,OK,,
56,COMALCO,53,53,291,1,Closed,No,-300,0,300,180,15.5,54.1,6,LR,OK,,
53,53,57,GEORGE T,292,1,Closed,Yes,103.2,-3.3,103.3,180,1.6,-1.8,6,LR,OK,,
57,GEORGE T,59,TEMCO,293,1,Closed,No,101.6,-1.6,101.6,180,1.6,-1.6,6,LR,OK,,
120,NBUSQUEW,132,132,294,1,Closed,No,159.6,40.1,164.6,180,0,29.1,6,LR,OK,,
11,SMITHTON,10,PORT LAT,295,1,Closed,No,-148.2,21.2,149.7,180,3.9,8.5,7,LR,OK,,
10,PORT LAT,20,BURNIE,296,1,Closed,No,-152.2,12.7,152.7,180,4,8.4,7,LR,OK,,
11,SMITHTON,20,BURNIE,297,1,Closed,No,-171.2,-9.7,171.5,100,0,37.1,7,LR,OK,,
33,SLACK,11,SMITHTON,298,1,Closed,Yes,-319.5,179.1,366.3,1000,0,167.6,7,LR,OK,,
12,EMU BAY,13,ULVERSTO,299,1,Closed,No,-24.4,-43.1,49.6,180,0.3,-7.1,7,LR,OK,,
20,BURNIE,12,EMU BAY,300,1,Closed,No,-24,-49.3,54.9,180,0.4,-6.2,7,LR,OK,,
13,ULVERSTO,14,PALOONA,301,1,Closed,No,-24.7,-36,43.7,180,0.2,-7.9,7,LR,OK,,
14,PALOONA,15,SHEFFIEL,302,1,Closed,No,-14.2,69.4,70.8,180,0.8,-5.6,7,LR,OK,,
15,SHEFFIEL,16,WESLEY V,303,1,Closed,No,0,-12.5,12.5,180,0,-8.3,7,LR,OK,,
15,SHEFFIEL,17,DEVONPOR,304,1,Closed,No,0,-12.6,12.6,180,0,-8.3,7,LR,OK,,
15,SHEFFIEL,18,RAILTON,305,1,Closed,No,0,-8.4,8.4,180,0,-8.4,7,LR,OK,,
19,DEVILS G,15,SHEFFIEL,306,1,Closed,No,-199.7,28.3,201.7,180,6.4,17.2,7,LR,OK,,
20,BURNIE,15,SHEFFIEL,307,1,Closed,No,-82.9,-47.9,95.8,180,1.4,-2.3,7,LR,OK,,
15,SHEFFIEL,22,SHEFF_B2,308,1,Closed,Yes,-305.5,73.8,314.3,1000,0,138.9,7,LR,OK,,
16,WESLEY V,17,DEVONPOR,309,1,Closed,No,0,-4.2,4.2,180,0,-8.4,7,LR,OK,,
19,DEVILS G,21,DEVILS B,310,1,Closed,Yes,199.7,-28.3,201.7,1000,0,59.5,7,LR,OK,,
23,,20,BURNIE,311,1,Closed,Yes,220.5,24.2,221.8,1000,0,79,7,LR,OK,,
34,Hamsphir,20,BURNIE,312,1,Open,No,0,0,0,180,0,0,7,LR,OK,,
22,SHEFF_B2,23,,313,1,Closed,No,228.9,49.9,234.3,180,8.4,25.7,7,LR,OK,,
42,FARRELL,22,SHEFF_B2,314,1,Closed,No,606.5,10.5,606.6,180,52.3,200.1,7,LR,OK,,
48,CETHANA,22,SHEFF_B2,315,1,Closed,No,85,56.3,102,180,1.5,-2.6,7,LR,OK,,
49,WILMOT,22,SHEFF_B2,316,1,Closed,No,51,63.8,81.7,180,1,-4.6,7,LR,OK,,
50,LEMONTHY,22,SHEFF_B2,317,1,Closed,No,30,68.7,75,180,0.9,-5.2,7,LR,OK,,
51,FISHER,22,SHEFF_B2,318,1,Closed,No,52.3,63.5,82.3,180,1,-4.6,7,LR,OK,,
53,53,22,SHEFF_B2,319,1,Closed,No,-225.3,60.9,233.4,180,8.4,25.5,7,LR,OK,,
132,132,34,Hamsphir,320,1,Closed,No,0,0,0,180,0,0,7,LR,OK,,
132,132,35,Savage r,321,1,Closed,No,0,0,0,180,0,0,7,LR,OK,,
36,QUE,120,NBUSQUEW,322,1,Closed,No,0,0,0,180,0,-9.4,7,LR,OK,,
37,37,38,MACKINTO,323,1,Closed,No,-78.9,36.4,86.9,180,1.1,-4.8,7,LR,OK,,
39,ROSEBERY,37,37,324,1,Closed,No,-0.6,5,5.1,180,0,-9.2,7,LR,OK,,
37,37,42,FARRELL,325,1,Closed,Yes,78.8,19.4,81.2,180,0.9,-5.3,7,LR,OK,,
37,37,119,QUEENFAR,326,1,Closed,No,-0.5,-23,23,180,0,-9.1,7,LR,OK,,
37,37,120,NBUSQUEW,327,1,Closed,No,0,-18.6,18.6,180,0,-9.2,7,LR,OK,,
39,ROSEBERY,119,QUEENFAR,328,1,Closed,No,0.6,-5,5.1,0,0,0,7,LR,OK,,
40,QUEENSTO,41,NEWTON,329,1,Closed,No,0,-9.6,9.6,180,0,-9.6,7,LR,OK,,
40,QUEENSTO,119,QUEENFAR,330,1,Closed,No,0,9.6,9.6,180,0,-9.4,7,LR,OK,,
43,BASTYAN,42,FARRELL,331,1,Closed,No,80,0.1,80,180,0.9,-5.4,7,LR,OK,,
42,FARRELL,44,JOHN BUT,332,1,Closed,No,-141.1,14.3,141.8,180,2.9,2.6,7,LR,OK,,
42,FARRELL,45,TRIBUTE,333,1,Closed,No,-82,-4.6,82.2,180,1,-5.1,7,LR,OK,,
46,REECE,42,FARRELL,334,1,Closed,No,115,-6.7,115.2,180,1.8,-1.6,7,LR,OK,,
47,REECE,42,FARRELL,335,1,Closed,No,115,-6.7,115.2,180,1.8,-1.6,7,LR,OK,,
121,NBUS,51,FISHER,336,1,Closed,No,53.2,57.5,78.3,180,0.9,-6,7,LR,OK,,
52,ROWALLAN,121,NBUS,337,1,Closed,No,11,-79.5,80.3,180,0.8,-6.2,7,LR,OK,,
54,TAMAR VA,53,53,338,1,Closed,No,200,46.2,205.3,180,5.9,14.9,7,LR,OK,,
53,53,55,BASSLINK,339,1,Closed,No,0.3,-82.5,82.5,180,0.3,-82.5,7,LR,OK,,
56,COMALCO,53,53,340,1,Closed,No,-300,0,300,180,15.9,55.7,7,LR,OK,,
53,53,57,GEORGE T,341,1,Closed,Yes,103.3,-2.8,103.3,180,1.6,-1.5,7,LR,OK,,
57,GEORGE T,59,TEMCO,342,1,Closed,No,101.6,-1.3,101.6,180,1.6,-1.3,7,LR,OK,,
120,NBUSQUEW,132,132,343,1,Closed,No,0,0,0,180,0,0,7,LR,OK,,
11,SMITHTON,10,PORT LAT,344,1,Closed,No,-152.6,30.1,155.5,180,4.8,12.8,8,LR,BLACKOUT,,
10,PORT LAT,20,BURNIE,345,1,Closed,No,-157.4,17.3,158.3,180,4.9,12.8,8,LR,BLACKOUT,,
11,SMITHTON,20,BURNIE,346,1,Closed,No,-178.2,-1.9,178.2,100,0,45.3,8,LR,BLACKOUT,,
33,SLACK,11,SMITHTON,347,1,Closed,Yes,-330.8,232.6,404.4,1000,0,204.3,8,LR,BLACKOUT,,
12,EMU BAY,13,ULVERSTO,348,1,Closed,No,4.4,-78.8,78.9,180,0.9,-4.2,8,LR,BLACKOUT,,
20,BURNIE,12,EMU BAY,349,1,Closed,No,5.5,-81.4,81.6,180,1.1,-2.7,8,LR,BLACKOUT,,
13,ULVERSTO,14,PALOONA,350,1,Closed,No,3.4,-74.5,74.6,180,0.7,-5.7,8,LR,BLACKOUT,,
14,PALOONA,15,SHEFFIEL,351,1,Closed,No,13.5,88.5,89.5,180,1.2,-3.7,8,LR,BLACKOUT,,
15,SHEFFIEL,16,WESLEY V,352,1,Closed,No,0,-12.2,12.2,180,0,-8.1,8,LR,BLACKOUT,,
15,SHEFFIEL,17,DEVONPOR,353,1,Closed,No,0,-12.2,12.2,180,0,-8.1,8,LR,BLACKOUT,,
15,SHEFFIEL,18,RAILTON,354,1,Closed,No,0,-8.1,8.1,180,0,-8.1,8,LR,BLACKOUT,,
19,DEVILS G,15,SHEFFIEL,355,1,Closed,No,-199.4,35.3,202.5,180,6.6,18.3,8,LR,BLACKOUT,,
20,BURNIE,15,SHEFFIEL,356,1,Closed,No,24.2,-134.6,136.8,180,3.3,5.7,8,LR,BLACKOUT,,
15,SHEFFIEL,22,SHEFF_B2,357,1,Closed,Yes,-172.9,1.3,172.9,1000,0,43.3,8,LR,BLACKOUT,,
16,WESLEY V,17,DEVONPOR,358,1,Closed,No,0,-4.1,4.1,180,0,-8.2,8,LR,BLACKOUT,,
19,DEVILS G,21,DEVILS B,359,1,Closed,Yes,199.4,-35.3,202.5,1000,0,61.4,8,LR,BLACKOUT,,
23,,20,BURNIE,360,1,Closed,Yes,96.4,52.9,109.9,1000,0,18.2,8,LR,BLACKOUT,,
34,Hamsphir,20,BURNIE,361,1,Closed,No,295.9,-126.3,321.7,180,22.1,81.8,8,LR,BLACKOUT,,
22,SHEFF_B2,23,,362,1,Closed,No,98.3,52.1,111.3,180,1.9,-0.7,8,LR,BLACKOUT,,
42,FARRELL,22,SHEFF_B2,363,1,Open,No,0,0,0,180,0,0,8,LR,BLACKOUT,,
48,CETHANA,22,SHEFF_B2,364,1,Closed,No,84.9,25.3,88.6,180,1.1,-4.4,8,LR,BLACKOUT,,
49,WILMOT,22,SHEFF_B2,365,1,Closed,No,50.8,32.7,60.4,180,0.5,-6.6,8,LR,BLACKOUT,,
50,LEMONTHY,22,SHEFF_B2,366,1,Closed,No,29.8,37.6,47.9,180,0.4,-7.4,8,LR,BLACKOUT,,
51,FISHER,22,SHEFF_B2,367,1,Closed,No,53.1,31.7,61.8,180,0.6,-6.5,8,LR,BLACKOUT,,
53,53,22,SHEFF_B2,368,1,Closed,No,-225.5,47.7,230.5,180,8,23.5,8,LR,BLACKOUT,,
132,132,34,Hamsphir,369,1,Closed,No,295.9,34.3,297.8,180,0,160.6,8,LR,BLACKOUT,,
132,132,35,Savage r,370,1,Closed,No,0,0,0,180,0,0,8,LR,BLACKOUT,,
36,QUE,120,NBUSQUEW,371,1,Closed,No,0,0,0,180,0,-7.1,8,LR,BLACKOUT,,
37,37,38,MACKINTO,372,1,Closed,No,-66.2,-137.4,152.5,180,3,1.7,8,LR,BLACKOUT,,
39,ROSEBERY,37,37,373,1,Closed,No,-0.6,5.1,5.1,180,0,-9.3,8,LR,BLACKOUT,,
37,37,42,FARRELL,374,1,Closed,Yes,-229.7,-90.5,246.9,180,8.1,22.1,8,LR,BLACKOUT,,
37,37,119,QUEENFAR,375,1,Closed,No,-0.5,-23.3,23.3,180,0,-9.2,8,LR,BLACKOUT,,
37,37,120,NBUSQUEW,376,1,Closed,No,295.9,265.6,397.6,180,0,77.7,8,LR,BLACKOUT,,
39,ROSEBERY,119,QUEENFAR,377,1,Closed,No,0.6,-5.1,5.1,0,0,0,8,LR,BLACKOUT,,
40,QUEENSTO,41,NEWTON,378,1,Closed,No,0,-9.7,9.7,180,0,-9.7,8,LR,BLACKOUT,,
40,QUEENSTO,119,QUEENFAR,379,1,Closed,No,0,9.7,9.7,180,0,-9.5,8,LR,BLACKOUT,,
43,BASTYAN,42,FARRELL,380,1,Closed,No,96.4,13.5,97.3,180,1.1,-6.9,8,LR,BLACKOUT,,
42,FARRELL,44,JOHN BUT,381,1,Closed,No,-173.4,4,173.4,180,3.5,2.6,8,LR,BLACKOUT,,
42,FARRELL,45,TRIBUTE,382,1,Closed,No,-99,-19.3,100.9,180,1.1,-6.6,8,LR,BLACKOUT,,
46,REECE,42,FARRELL,383,1,Closed,No,140.4,5,140.5,180,2.2,-2.4,8,LR,BLACKOUT,,
47,REECE,42,FARRELL,384,1,Closed,No,140.4,5,140.5,180,2.2,-2.4,8,LR,BLACKOUT,,
121,NBUS,51,FISHER,385,1,Closed,No,53.5,24.4,58.8,180,0.5,-7.3,8,LR,BLACKOUT,,
52,ROWALLAN,121,NBUS,386,1,Closed,No,11.4,-47.8,49.2,180,0.3,-8.2,8,LR,BLACKOUT,,
54,TAMAR VA,53,53,387,1,Closed,No,200.4,27.7,202.3,180,5.7,14,8,LR,BLACKOUT,,
53,53,55,BASSLINK,388,1,Closed,No,0.3,-84.6,84.6,180,0.3,-84.6,8,LR,BLACKOUT,,
56,COMALCO,53,53,389,1,Closed,No,-300.9,-0.1,300.9,180,15.5,54,8,LR,BLACKOUT,,
53,53,57,GEORGE T,390,1,Closed,Yes,103.5,-3.4,103.6,180,1.6,-1.8,8,LR,BLACKOUT,,
57,GEORGE T,59,TEMCO,391,1,Closed,No,101.9,-1.6,101.9,180,1.6,-1.6,8,LR,BLACKOUT,,
120,NBUSQUEW,132,132,392,1,Closed,No,295.9,195,354.3,180,0,160.6,8,LR,BLACKOUT,,
11,SMITHTON,10,PORT LAT,393,1,Closed,No,-149.7,16,150.6,180,3.8,7.6,9,LR,OK,,
10,PORT LAT,20,BURNIE,394,1,Closed,No,-153.5,8.4,153.7,180,3.8,7.4,9,LR,OK,,
11,SMITHTON,20,BURNIE,395,1,Closed,No,-171.5,-15.4,172.2,100,0,35.8,9,LR,OK,,
33,SLACK,11,SMITHTON,396,1,Closed,Yes,-321.2,162.5,360,1000,0,161.9,9,LR,OK,,
12,EMU BAY,13,ULVERSTO,397,1,Closed,No,-9.4,-33.4,34.7,180,0.1,-8.1,9,LR,OK,,
20,BURNIE,12,EMU BAY,398,1,Closed,No,-9.2,-40.8,41.8,180,0.2,-7.4,9,LR,OK,,
13,ULVERSTO,14,PALOONA,399,1,Closed,No,-9.6,-25.3,27.1,180,0.1,-8.6,9,LR,OK,,
14,PALOONA,15,SHEFFIEL,400,1,Closed,No,1.2,32.9,32.9,180,0.2,-8.1,9,LR,OK,,
15,SHEFFIEL,16,WESLEY V,401,1,Closed,No,0,-13,13,180,0,-8.6,9,LR,OK,,
15,SHEFFIEL,17,DEVONPOR,402,1,Closed,No,0,-13,13,180,0,-8.7,9,LR,OK,,
15,SHEFFIEL,18,RAILTON,403,1,Closed,No,0,-8.7,8.7,180,0,-8.7,9,LR,OK,,
19,DEVILS G,15,SHEFFIEL,404,1,Closed,No,-177.6,21.3,178.9,180,4.8,10.7,9,LR,OK,,
20,BURNIE,15,SHEFFIEL,405,1,Closed,No,-26.4,-54,60.2,180,0.5,-6.4,9,LR,OK,,
15,SHEFFIEL,22,SHEFF_B2,406,1,Closed,Yes,-208.4,38.7,211.9,1000,0,60.9,9,LR,OK,,
16,WESLEY V,17,DEVONPOR,407,1,Closed,No,0,-4.4,4.4,180,0,-8.7,9,LR,OK,,
19,DEVILS G,21,DEVILS B,408,1,Closed,Yes,177.6,-21.3,178.9,1000,0,44.9,9,LR,OK,,
23,,20,BURNIE,409,1,Closed,Yes,143.7,10.6,144.1,1000,0,30.6,9,LR,OK,,
34,Hamsphir,20,BURNIE,410,1,Closed,No,153.2,-18.5,154.3,180,3.6,6.2,9,LR,OK,,
22,SHEFF_B2,23,,411,1,Closed,No,146.9,15.3,147.7,180,3.2,4.7,9,LR,OK,,
42,FARRELL,22,SHEFF_B2,412,1,Closed,No,453.6,-18.5,454,180,29.1,107.5,9,LR,OK,,
48,CETHANA,22,SHEFF_B2,413,1,Closed,No,85,33.3,91.3,180,1.2,-4,9,LR,OK,,
49,WILMOT,22,SHEFF_B2,414,1,Closed,No,51,40.6,65.2,180,0.6,-6.2,9,LR,OK,,
50,LEMONTHY,22,SHEFF_B2,415,1,Closed,No,30,45.5,54.5,180,0.5,-6.9,9,LR,OK,,
51,FISHER,22,SHEFF_B2,416,1,Open,No,0,0,0,180,0,0,9,LR,OK,,
53,53,22,SHEFF_B2,417,1,Closed,No,-224.8,51,230.5,180,8.1,23.9,9,LR,OK,,
132,132,34,Hamsphir,418,1,Closed,No,153.2,7.5,153.3,180,0,26.1,9,LR,OK,,
132,132,35,Savage r,419,1,Closed,No,0,0,0,180,0,0,9,LR,OK,,
36,QUE,120,NBUSQUEW,420,1,Closed,No,0,0,0,180,0,-8.5,9,LR,OK,,
37,37,38,MACKINTO,421,1,Closed,No,-79.1,-6,79.3,180,0.9,-5.4,9,LR,OK,,
39,ROSEBERY,37,37,422,1,Closed,No,-0.6,4.8,4.8,180,0,-8.8,9,LR,OK,,
37,37,42,FARRELL,423,1,Closed,Yes,-74.1,11.2,75,180,0.8,-5.6,9,LR,OK,,
37,37,119,QUEENFAR,424,1,Closed,No,-0.5,-22,22,180,0,-8.7,9,LR,OK,,
37,37,120,NBUSQUEW,425,1,Closed,No,153.2,30.4,156.1,180,0,5.3,9,LR,OK,,
39,ROSEBERY,119,QUEENFAR,426,1,Closed,No,0.6,-4.8,4.8,0,0,0,9,LR,OK,,
40,QUEENSTO,41,NEWTON,427,1,Closed,No,0,-9.1,9.1,180,0,-9.1,9,LR,OK,,
40,QUEENSTO,119,QUEENFAR,428,1,Closed,No,0,9.1,9.1,180,0,-8.9,9,LR,OK,,
43,BASTYAN,42,FARRELL,429,1,Closed,No,80,-4.1,80.1,180,0.9,-5.4,9,LR,OK,,
42,FARRELL,44,JOHN BUT,430,1,Closed,No,-141.1,18.5,142.3,180,2.9,2.6,9,LR,OK,,
42,FARRELL,45,TRIBUTE,431,1,Closed,No,-82,-0.4,82,180,1,-5.1,9,LR,OK,,
46,REECE,42,FARRELL,432,1,Closed,No,115,-10.9,115.5,180,1.8,-1.6,9,LR,OK,,
47,REECE,42,FARRELL,433,1,Closed,No,115,-10.9,115.5,180,1.8,-1.6,9,LR,OK,,
121,NBUS,51,FISHER,434,1,Closed,No,0,-9,9,180,0,-9,9,LR,OK,,
52,ROWALLAN,121,NBUS,435,1,Closed,No,-42.7,11.3,44.2,180,0.3,-7.9,9,LR,OK,,
54,TAMAR VA,53,53,436,1,Closed,No,200,32.4,202.6,180,5.7,14.2,9,LR,OK,,
53,53,55,BASSLINK,437,1,Closed,No,0.3,-83.9,83.9,180,0.3,-83.9,9,LR,OK,,
56,COMALCO,53,53,438,1,Closed,No,-300,0,300,180,15.6,54.3,9,LR,OK,,
53,53,57,GEORGE T,439,1,Closed,Yes,103.2,-3.3,103.3,180,1.6,-1.7,9,LR,OK,,
57,GEORGE T,59,TEMCO,440,1,Closed,No,101.6,-1.5,101.6,180,1.6,-1.5,9,LR,OK,,
120,NBUSQUEW,132,132,441,1,Closed,No,153.2,33.6,156.8,180,0,26.1,9,LR,OK,,
11,SMITHTON,10,PORT LAT,442,1,Closed,No,-159.1,17.1,160,180,4.5,10.7,10,LR,OK,,
10,PORT LAT,20,BURNIE,443,1,Closed,No,-163.6,6.5,163.7,180,4.5,10.4,10,LR,OK,,
11,SMITHTON,20,BURNIE,444,1,Closed,No,-182.1,-17.1,182.9,100,0,42.2,10,LR,OK,,
33,SLACK,11,SMITHTON,445,1,Closed,Yes,-341.2,191.1,391.1,1000,0,191.1,10,LR,OK,,
12,EMU BAY,13,ULVERSTO,446,1,Closed,No,-9,-41.4,42.4,180,0.2,-7.6,10,LR,OK,,
20,BURNIE,12,EMU BAY,447,1,Closed,No,-8.7,-48.2,49,180,0.3,-6.8,10,LR,OK,,
13,ULVERSTO,14,PALOONA,448,1,Closed,No,-9.3,-33.8,35,180,0.1,-8.3,10,LR,OK,,
14,PALOONA,15,SHEFFIEL,449,1,Closed,No,1.4,49.5,49.5,180,0.4,-7.1,10,LR,OK,,
15,SHEFFIEL,16,WESLEY V,450,1,Closed,No,0,-12.8,12.8,180,0,-8.5,10,LR,OK,,
15,SHEFFIEL,17,DEVONPOR,451,1,Closed,No,0,-12.8,12.8,180,0,-8.5,10,LR,OK,,
15,SHEFFIEL,18,RAILTON,452,1,Closed,No,0,-8.5,8.5,180,0,-8.5,10,LR,OK,,
19,DEVILS G,15,SHEFFIEL,453,1,Closed,No,-205.8,23.5,207.1,180,6.6,18.2,10,LR,OK,,
20,BURNIE,15,SHEFFIEL,454,1,Closed,No,-24.9,-61.9,66.7,180,0.6,-5.6,10,LR,OK,,
15,SHEFFIEL,22,SHEFF_B2,455,1,Closed,Yes,-237,39.8,240.3,1000,0,79.8,10,LR,OK,,
16,WESLEY V,17,DEVONPOR,456,1,Closed,No,0,-4.3,4.3,180,0,-8.6,10,LR,OK,,
19,DEVILS G,21,DEVILS B,457,1,Closed,Yes,205.8,-23.5,207.1,1000,0,62.1,10,LR,OK,,
23,,20,BURNIE,458,1,Closed,Yes,161.2,20,162.5,1000,0,39.5,10,LR,OK,,
34,Hamsphir,20,BURNIE,459,1,Closed,No,159.4,-19.2,160.6,180,4,8.1,10,LR,OK,,
22,SHEFF_B2,23,,460,1,Closed,No,165.4,28.5,167.8,180,4.2,8.5,10,LR,OK,,
42,FARRELL,22,SHEFF_B2,461,1,Closed,No,447.2,-22.6,447.8,180,28.4,104.4,10,LR,OK,,
48,CETHANA,22,SHEFF_B2,462,1,Closed,No,85,29.8,90.1,180,1.2,-4.1,10,LR,OK,,
49,WILMOT,22,SHEFF_B2,463,1,Closed,No,51,37.2,63.1,180,0.6,-6.4,10,LR,OK,,
50,LEMONTHY,22,SHEFF_B2,464,1,Closed,No,30,42.1,51.7,180,0.4,-7.1,10,LR,OK,,
51,FISHER,22,SHEFF_B2,465,1,Closed,No,53.1,36.7,64.6,180,0.6,-6.3,10,LR,OK,,
53,53,22,SHEFF_B2,466,1,Closed,No,-224.7,49.6,230.1,180,8,23.7,10,LR,OK,,
