Number,From Name,To Number,To Name,ID,Circuit,Status,Xfrmr,From MW,From Mvar,From MVA,Lim MVA,MW Loss,Mvar Loss,Test No,Group,Condition,,
132,132,34,Hamsphir,467,1,Closed,No,159.4,9.9,159.7,180,0,29.1,10,LR,OK,,
132,132,35,Savage r,468,1,Closed,No,0,0,0,180,0,0,10,LR,OK,,
36,QUE,120,NBUSQUEW,469,1,Closed,No,0,0,0,180,0,-8.4,10,LR,OK,,
37,37,38,MACKINTO,470,1,Closed,No,-79.1,-15.4,80.6,180,0.9,-5.2,10,LR,OK,,
39,ROSEBERY,37,37,471,1,Open,No,0,0,0,180,0,0,10,LR,OK,,
37,37,42,FARRELL,472,1,Closed,Yes,-80.4,4.3,80.5,180,0.9,-5,10,LR,OK,,
37,37,119,QUEENFAR,473,1,Closed,No,0.1,-26.5,26.5,180,0.1,-8.5,10,LR,OK,,
37,37,120,NBUSQUEW,474,1,Closed,No,159.4,37.6,163.8,180,0,7,10,LR,OK,,
39,ROSEBERY,119,QUEENFAR,475,1,Closed,No,0,0,0,0,0,0,10,LR,OK,,
40,QUEENSTO,41,NEWTON,476,1,Closed,No,0,-9.1,9.1,180,0,-9.1,10,LR,OK,,
40,QUEENSTO,119,QUEENFAR,477,1,Closed,No,0,9.1,9.1,180,0,-8.9,10,LR,OK,,
43,BASTYAN,42,FARRELL,478,1,Closed,No,80,-3.4,80.1,180,0.9,-5.4,10,LR,OK,,
42,FARRELL,44,JOHN BUT,479,1,Closed,No,-141.1,17.8,142.2,180,2.9,2.6,10,LR,OK,,
42,FARRELL,45,TRIBUTE,480,1,Closed,No,-82,-1.1,82.1,180,1,-5.1,10,LR,OK,,
46,REECE,42,FARRELL,481,1,Closed,No,115,-10.2,115.4,180,1.8,-1.6,10,LR,OK,,
47,REECE,42,FARRELL,482,1,Closed,No,115,-10.2,115.4,180,1.8,-1.6,10,LR,OK,,
121,NBUS,51,FISHER,483,1,Closed,No,53.7,29.6,61.3,180,0.5,-7.1,10,LR,OK,,
52,ROWALLAN,121,NBUS,484,1,Closed,No,11,-53.2,54.3,180,0.3,-7.9,10,LR,OK,,
54,TAMAR VA,53,53,485,1,Closed,No,200,30.3,202.3,180,5.7,14.1,10,LR,OK,,
53,53,55,BASSLINK,486,1,Closed,No,0.3,-84.1,84.1,180,0.3,-84.1,10,LR,OK,,
56,COMALCO,53,53,487,1,Closed,No,-300,0,300,180,15.5,54.1,10,LR,OK,,
53,53,57,GEORGE T,488,1,Closed,Yes,103.2,-3.3,103.3,180,1.6,-1.8,10,LR,OK,,
57,GEORGE T,59,TEMCO,489,1,Closed,No,101.6,-1.6,101.6,180,1.6,-1.6,10,LR,OK,,
120,NBUSQUEW,132,132,490,1,Closed,No,159.4,39,164.1,180,0,29.1,10,LR,OK,,
11,SMITHTON,10,PORT LAT,491,1,Open,No,0,0,0,180,0,0,11,LR,OK,,
10,PORT LAT,20,BURNIE,492,1,Closed,No,0,0,0,180,0,-6.4,11,LR,OK,,
11,SMITHTON,20,BURNIE,493,1,Closed,No,-293.7,53.1,298.4,100,0,130.7,11,LR,OK,,
33,SLACK,11,SMITHTON,494,1,Closed,Yes,-293.7,223,368.7,1000,0,169.9,11,LR,OK,,
12,EMU BAY,13,ULVERSTO,495,1,Open,No,0,0,0,180,0,0,11,LR,OK,,
20,BURNIE,12,EMU BAY,496,1,Closed,No,0,-6.4,6.4,180,0,-6.4,11,LR,OK,,
13,ULVERSTO,14,PALOONA,497,1,Closed,No,0,0,0,180,0,-9,11,LR,OK,,
14,PALOONA,15,SHEFFIEL,498,1,Open,No,0,0,0,180,0,0,11,LR,OK,,
15,SHEFFIEL,16,WESLEY V,499,1,Closed,No,0,-10.4,10.4,180,0,-6.9,11,LR,OK,,
15,SHEFFIEL,17,DEVONPOR,500,1,Closed,No,0,-10.4,10.4,180,0,-6.9,11,LR,OK,,
15,SHEFFIEL,18,RAILTON,501,1,Closed,No,0,-6.9,6.9,180,0,-6.9,11,LR,OK,,
19,DEVILS G,15,SHEFFIEL,502,1,Closed,No,-242.8,60.2,250.1,180,11.8,40.1,11,LR,OK,,
20,BURNIE,15,SHEFFIEL,503,1,Closed,No,11.9,-59.3,60.5,180,0.6,-4.1,11,LR,OK,,
15,SHEFFIEL,22,SHEFF_B2,504,1,Closed,Yes,-243.4,-7.5,243.5,1000,0,100.6,11,LR,OK,,
16,WESLEY V,17,DEVONPOR,505,1,Closed,No,0,-3.5,3.5,180,0,-7,11,LR,OK,,
19,DEVILS G,21,DEVILS B,506,1,Closed,Yes,242.8,-60.2,250.1,1000,0,109.7,11,LR,OK,,
23,,20,BURNIE,507,1,Closed,Yes,157.1,59.1,167.8,1000,0,45.8,11,LR,OK,,
34,Hamsphir,20,BURNIE,508,1,Closed,No,152.8,3,152.8,180,4.4,10.8,11,LR,OK,,
22,SHEFF_B2,23,,509,1,Closed,No,161.9,70.5,176.6,180,4.8,11.4,11,LR,OK,,
42,FARRELL,22,SHEFF_B2,510,1,Closed,No,454,-4.7,454,180,29.4,108.5,11,LR,OK,,
48,CETHANA,22,SHEFF_B2,511,1,Closed,No,85,53.1,100.2,180,1.5,-2.8,11,LR,OK,,
49,WILMOT,22,SHEFF_B2,512,1,Closed,No,51,60.6,79.2,180,0.9,-4.9,11,LR,OK,,
50,LEMONTHY,22,SHEFF_B2,513,1,Closed,No,30,65.5,72.1,180,0.8,-5.4,11,LR,OK,,
51,FISHER,22,SHEFF_B2,514,1,Closed,No,52.5,60.3,79.9,180,1,-4.8,11,LR,OK,,
53,53,22,SHEFF_B2,515,1,Closed,No,-225.3,59.5,233,180,8.4,25.2,11,LR,OK,,
132,132,34,Hamsphir,516,1,Closed,No,152.8,34.3,156.6,180,0,31.3,11,LR,OK,,
132,132,35,Savage r,517,1,Closed,No,0,0,0,180,0,0,11,LR,OK,,
36,QUE,120,NBUSQUEW,518,1,Closed,No,0,0,0,180,0,-8,11,LR,OK,,
37,37,38,MACKINTO,519,1,Closed,No,-79,-27,83.5,180,1,-4.9,11,LR,OK,,
39,ROSEBERY,37,37,520,1,Closed,No,-0.6,4.7,4.7,180,0,-8.6,11,LR,OK,,
37,37,42,FARRELL,521,1,Closed,Yes,-73.9,-4.2,74,180,0.8,-5.5,11,LR,OK,,
37,37,119,QUEENFAR,522,1,Closed,No,-0.5,-21.4,21.4,180,0,-8.5,11,LR,OK,,
37,37,120,NBUSQUEW,523,1,Closed,No,152.8,65.8,166.4,180,0,8.1,11,LR,OK,,
39,ROSEBERY,119,QUEENFAR,524,1,Closed,No,0.6,-4.7,4.7,0,0,0,11,LR,OK,,
40,QUEENSTO,41,NEWTON,525,1,Closed,No,0,-8.9,8.9,180,0,-8.9,11,LR,OK,,
40,QUEENSTO,119,QUEENFAR,526,1,Closed,No,0,8.9,8.9,180,0,-8.7,11,LR,OK,,
43,BASTYAN,42,FARRELL,527,1,Closed,No,80,1.8,80,180,0.9,-5.4,11,LR,OK,,
42,FARRELL,44,JOHN BUT,528,1,Closed,No,-141.1,12.6,141.7,180,2.9,2.6,11,LR,OK,,
42,FARRELL,45,TRIBUTE,529,1,Closed,No,-82,-6.3,82.3,180,1,-5.1,11,LR,OK,,
46,REECE,42,FARRELL,530,1,Closed,No,115,-5,115.1,180,1.8,-1.6,11,LR,OK,,
47,REECE,42,FARRELL,531,1,Closed,No,115,-5,115.1,180,1.8,-1.6,11,LR,OK,,
121,NBUS,51,FISHER,532,1,Closed,No,53.3,54.2,76,180,0.8,-6.1,11,LR,OK,,
52,ROWALLAN,121,NBUS,533,1,Closed,No,11,-76.5,77.3,180,0.7,-6.5,11,LR,OK,,
54,TAMAR VA,53,53,534,1,Closed,No,200,44.3,204.9,180,5.9,14.8,11,LR,OK,,
53,53,55,BASSLINK,535,1,Closed,No,0.3,-82.7,82.7,180,0.3,-82.7,11,LR,OK,,
56,COMALCO,53,53,536,1,Closed,No,-300,0,300,180,15.8,55.5,11,LR,OK,,
53,53,57,GEORGE T,537,1,Closed,Yes,103.3,-2.8,103.3,180,1.6,-1.5,11,LR,OK,,
57,GEORGE T,59,TEMCO,538,1,Closed,No,101.6,-1.3,101.6,180,1.6,-1.3,11,LR,OK,,
120,NBUSQUEW,132,132,539,1,Closed,No,152.8,65.7,166.3,180,0,31.3,11,LR,OK,,
11,SMITHTON,10,PORT LAT,540,1,Closed,No,-132.4,31.6,136.1,180,3.5,6.9,12,LR,OK,,
10,PORT LAT,20,BURNIE,541,1,Closed,No,-135.8,24.7,138,180,3.5,7.1,12,LR,OK,,
11,SMITHTON,20,BURNIE,542,1,Closed,No,-156.5,5.9,156.6,100,0,32.6,12,LR,OK,,
33,SLACK,11,SMITHTON,543,1,Closed,Yes,-288.9,184.1,342.6,1000,0,146.6,12,LR,OK,,
12,EMU BAY,13,ULVERSTO,544,1,Closed,No,-63.4,-54.5,83.6,180,1.1,-3.8,12,LR,OK,,
20,BURNIE,12,EMU BAY,545,1,Closed,No,-62.2,-57,84.4,180,1.2,-2.5,12,LR,OK,,
13,ULVERSTO,14,PALOONA,546,1,Closed,No,-64.5,-50.7,82.1,180,0.9,-4.9,12,LR,OK,,
14,PALOONA,15,SHEFFIEL,547,1,Closed,No,-54.6,52.8,76,180,0.9,-5.4,12,LR,OK,,
15,SHEFFIEL,16,WESLEY V,548,1,Closed,No,0,-8.6,8.6,180,0,-8.6,12,LR,OK,,
15,SHEFFIEL,17,DEVONPOR,549,1,Closed,No,0,-8.6,8.6,180,0,-8.6,12,LR,OK,,
15,SHEFFIEL,18,RAILTON,550,1,Closed,No,0,-8.6,8.6,180,0,-8.6,12,LR,OK,,
19,DEVILS G,15,SHEFFIEL,551,1,Closed,No,-226.7,17.9,227.4,180,8,23.6,12,LR,OK,,
20,BURNIE,15,SHEFFIEL,552,1,Open,No,0,0,0,180,0,0,12,LR,OK,,
15,SHEFFIEL,22,SHEFF_B2,553,1,Closed,Yes,-290.2,78.3,300.6,1000,0,123.1,12,LR,OK,,
16,WESLEY V,17,DEVONPOR,554,1,Open,No,0,0,0,180,0,0,12,LR,OK,,
19,DEVILS G,21,DEVILS B,555,1,Closed,Yes,226.7,-17.9,227.4,1000,0,75,12,LR,OK,,
23,,20,BURNIE,556,1,Closed,Yes,233.6,47.8,238.5,1000,0,95.6,12,LR,OK,,
34,Hamsphir,20,BURNIE,557,1,Open,No,0,0,0,180,0,0,12,LR,OK,,
22,SHEFF_B2,23,,558,1,Closed,No,243.8,80.6,256.8,180,10.1,32.8,12,LR,OK,,
42,FARRELL,22,SHEFF_B2,559,1,Closed,No,606.5,12.3,606.6,180,52.4,200.2,12,LR,OK,,
48,CETHANA,22,SHEFF_B2,560,1,Closed,No,85,58.5,103.2,180,1.6,-2.4,12,LR,OK,,
49,WILMOT,22,SHEFF_B2,561,1,Closed,No,51,65.9,83.4,180,1,-4.4,12,LR,OK,,
50,LEMONTHY,22,SHEFF_B2,562,1,Closed,No,30,70.9,77,180,0.9,-5,12,LR,OK,,
51,FISHER,22,SHEFF_B2,563,1,Closed,No,52.3,65.6,83.9,180,1.1,-4.4,12,LR,OK,,
53,53,22,SHEFF_B2,564,1,Closed,No,-225.4,61.8,233.7,180,8.5,25.6,12,LR,OK,,
132,132,34,Hamsphir,565,1,Closed,No,0,0,0,180,0,0,12,LR,OK,,
132,132,35,Savage r,566,1,Closed,No,0,0,0,180,0,0,12,LR,OK,,
36,QUE,120,NBUSQUEW,567,1,Closed,No,0,0,0,180,0,-9.4,12,LR,OK,,
37,37,38,MACKINTO,568,1,Closed,No,-78.9,36.3,86.9,180,1.1,-4.8,12,LR,OK,,
39,ROSEBERY,37,37,569,1,Closed,No,-0.6,5,5.1,180,0,-9.2,12,LR,OK,,
37,37,42,FARRELL,570,1,Closed,Yes,78.8,19.5,81.2,180,0.9,-5.3,12,LR,OK,,
37,37,119,QUEENFAR,571,1,Closed,No,-0.5,-23,23,180,0,-9.1,12,LR,OK,,
37,37,120,NBUSQUEW,572,1,Closed,No,0,-18.6,18.6,180,0,-9.2,12,LR,OK,,
39,ROSEBERY,119,QUEENFAR,573,1,Closed,No,0.6,-5,5.1,0,0,0,12,LR,OK,,
40,QUEENSTO,41,NEWTON,574,1,Closed,No,0,-9.6,9.6,180,0,-9.6,12,LR,OK,,
40,QUEENSTO,119,QUEENFAR,575,1,Closed,No,0,9.6,9.6,180,0,-9.4,12,LR,OK,,
43,BASTYAN,42,FARRELL,576,1,Closed,No,80,0.5,80,180,0.9,-5.4,12,LR,OK,,
42,FARRELL,44,JOHN BUT,577,1,Closed,No,-141.1,13.9,141.8,180,2.9,2.6,12,LR,OK,,
42,FARRELL,45,TRIBUTE,578,1,Closed,No,-82,-4.9,82.2,180,1,-5.1,12,LR,OK,,
46,REECE,42,FARRELL,579,1,Closed,No,115,-6.3,115.2,180,1.8,-1.6,12,LR,OK,,
47,REECE,42,FARRELL,580,1,Closed,No,115,-6.3,115.2,180,1.8,-1.6,12,LR,OK,,
121,NBUS,51,FISHER,581,1,Closed,No,53.2,59.8,80,180,0.9,-5.8,12,LR,OK,,
52,ROWALLAN,121,NBUS,582,1,Closed,No,11,-81.6,82.4,180,0.8,-6.1,12,LR,OK,,
54,TAMAR VA,53,53,583,1,Closed,No,200,47.5,205.6,180,5.9,15,12,LR,OK,,
53,53,55,BASSLINK,584,1,Closed,No,0.3,-82.4,82.4,180,0.3,-82.4,12,LR,OK,,
56,COMALCO,53,53,585,1,Closed,No,-300,0,300,180,15.9,55.8,12,LR,OK,,
53,53,57,GEORGE T,586,1,Closed,Yes,103.3,-2.7,103.3,180,1.6,-1.5,12,LR,OK,,
57,GEORGE T,59,TEMCO,587,1,Closed,No,101.6,-1.2,101.6,180,1.6,-1.2,12,LR,OK,,
120,NBUSQUEW,132,132,588,1,Closed,No,0,0,0,180,0,0,12,LR,OK,,
11,SMITHTON,10,PORT LAT,589,1,Closed,No,-143.6,30,146.7,180,4.1,9.7,13,LR,BLACKOUT,,
10,PORT LAT,20,BURNIE,590,1,Closed,No,-147.7,20.3,149.1,180,4.2,9.7,13,LR,BLACKOUT,,
11,SMITHTON,20,BURNIE,591,1,Closed,No,-168.4,0.8,168.4,100,0,38.7,13,LR,BLACKOUT,,
33,SLACK,11,SMITHTON,592,1,Closed,Yes,-312.1,205,373.4,1000,0,174.2,13,LR,BLACKOUT,,
12,EMU BAY,13,ULVERSTO,593,1,Closed,No,4.7,-73,73.1,180,0.8,-4.9,13,LR,BLACKOUT,,
20,BURNIE,12,EMU BAY,594,1,Closed,No,5.7,-76.5,76.7,180,1,-3.5,13,LR,BLACKOUT,,
13,ULVERSTO,14,PALOONA,595,1,Closed,No,3.9,-68.1,68.2,180,0.6,-6.3,13,LR,BLACKOUT,,
14,PALOONA,15,SHEFFIEL,596,1,Closed,No,14.2,73.9,75.3,180,0.9,-5.1,13,LR,BLACKOUT,,
15,SHEFFIEL,16,WESLEY V,597,1,Closed,No,0,-12.4,12.4,180,0,-8.2,13,LR,BLACKOUT,,
15,SHEFFIEL,17,DEVONPOR,598,1,Closed,No,0,-12.4,12.4,180,0,-8.2,13,LR,BLACKOUT,,
15,SHEFFIEL,18,RAILTON,599,1,Closed,No,0,-8.2,8.2,180,0,-8.2,13,LR,BLACKOUT,,
19,DEVILS G,15,SHEFFIEL,600,1,Closed,No,-169.8,34,173.1,180,4.7,10.5,13,LR,BLACKOUT,,
20,BURNIE,15,SHEFFIEL,601,1,Closed,No,26.2,-130.8,133.4,180,3,4.5,13,LR,BLACKOUT,,
15,SHEFFIEL,22,SHEFF_B2,602,1,Closed,Yes,-138,0.2,138,1000,0,27.2,13,LR,BLACKOUT,,
16,WESLEY V,17,DEVONPOR,603,1,Closed,No,0,-4.2,4.2,180,0,-8.3,13,LR,BLACKOUT,,
19,DEVILS G,21,DEVILS B,604,1,Closed,Yes,169.8,-34,173.1,1000,0,43.5,13,LR,BLACKOUT,,
23,,20,BURNIE,605,1,Closed,Yes,74.2,46.2,87.4,1000,0,11.3,13,LR,BLACKOUT,,
34,Hamsphir,20,BURNIE,606,1,Closed,No,300.5,-131.8,328.1,180,22.5,83.2,13,LR,BLACKOUT,,
22,SHEFF_B2,23,,607,1,Closed,No,75.3,42.6,86.5,180,1.2,-3.6,13,LR,BLACKOUT,,
42,FARRELL,22,SHEFF_B2,608,1,Open,No,0,0,0,180,0,0,13,LR,BLACKOUT,,
48,CETHANA,22,SHEFF_B2,609,1,Closed,No,84.9,28.5,89.6,180,1.1,-4.2,13,LR,BLACKOUT,,
49,WILMOT,22,SHEFF_B2,610,1,Closed,No,50.8,35.9,62.2,180,0.6,-6.5,13,LR,BLACKOUT,,
50,LEMONTHY,22,SHEFF_B2,611,1,Closed,No,29.7,40.8,50.4,180,0.4,-7.2,13,LR,BLACKOUT,,
51,FISHER,22,SHEFF_B2,612,1,Open,No,0,0,0,180,0,0,13,LR,BLACKOUT,,
53,53,22,SHEFF_B2,613,1,Closed,No,-225.7,49.1,231,180,8.1,23.7,13,LR,BLACKOUT,,
132,132,34,Hamsphir,614,1,Closed,No,300.5,31.5,302.2,180,0,163.4,13,LR,BLACKOUT,,
132,132,35,Savage r,615,1,Closed,No,0,0,0,180,0,0,13,LR,BLACKOUT,,
36,QUE,120,NBUSQUEW,616,1,Closed,No,0,0,0,180,0,-7.1,13,LR,BLACKOUT,,
37,37,38,MACKINTO,617,1,Closed,No,-65.4,-142.4,156.7,180,3.1,2.2,13,LR,BLACKOUT,,
39,ROSEBERY,37,37,618,1,Open,No,0,0,0,180,0,0,13,LR,BLACKOUT,,
37,37,42,FARRELL,619,1,Closed,Yes,-235.2,-96.1,254.1,180,8.5,23.7,13,LR,BLACKOUT,,
37,37,119,QUEENFAR,620,1,Closed,No,0.1,-28.5,28.5,180,0.1,-9.2,13,LR,BLACKOUT,,
37,37,120,NBUSQUEW,621,1,Closed,No,300.5,267,402,180,0,79.2,13,LR,BLACKOUT,,
39,ROSEBERY,119,QUEENFAR,622,1,Closed,No,0,0,0,0,0,0,13,LR,BLACKOUT,,
40,QUEENSTO,41,NEWTON,623,1,Closed,No,0,-9.8,9.8,180,0,-9.8,13,LR,BLACKOUT,,
40,QUEENSTO,119,QUEENFAR,624,1,Closed,No,0,9.8,9.8,180,0,-9.6,13,LR,BLACKOUT,,
43,BASTYAN,42,FARRELL,625,1,Closed,No,97.5,14.8,98.6,180,1.1,-6.9,13,LR,BLACKOUT,,
42,FARRELL,44,JOHN BUT,626,1,Closed,No,-175.3,3,175.4,180,3.5,2.7,13,LR,BLACKOUT,,
42,FARRELL,45,TRIBUTE,627,1,Closed,No,-100.1,-20.7,102.2,180,1.2,-6.6,13,LR,BLACKOUT,,
46,REECE,42,FARRELL,628,1,Closed,No,142,6.1,142.1,180,2.2,-2.4,13,LR,BLACKOUT,,
47,REECE,42,FARRELL,629,1,Closed,No,142,6.1,142.1,180,2.2,-2.4,13,LR,BLACKOUT,,
121,NBUS,51,FISHER,630,1,Closed,No,0,-9,9,180,0,-9,13,LR,BLACKOUT,,
52,ROWALLAN,121,NBUS,631,1,Closed,No,-42.7,11.3,44.2,180,0.3,-7.9,13,LR,BLACKOUT,,
54,TAMAR VA,53,53,632,1,Closed,No,200.5,29.6,202.6,180,5.7,14.1,13,LR,BLACKOUT,,
53,53,55,BASSLINK,633,1,Closed,No,0.3,-84.5,84.5,180,0.3,-84.5,13,LR,BLACKOUT,,
56,COMALCO,53,53,634,1,Closed,No,-301,-0.1,301,180,15.6,54.2,13,LR,BLACKOUT,,
53,53,57,GEORGE T,635,1,Closed,Yes,103.6,-3.4,103.6,180,1.6,-1.8,13,LR,BLACKOUT,,
57,GEORGE T,59,TEMCO,636,1,Closed,No,102,-1.6,102,180,1.6,-1.6,13,LR,BLACKOUT,,
120,NBUSQUEW,132,132,637,1,Closed,No,300.5,194.9,358.2,180,0,163.4,13,LR,BLACKOUT,,
11,SMITHTON,10,PORT LAT,638,1,Closed,No,-24.9,-1.9,24.9,180,0.1,-9,14,LR,OK,,
10,PORT LAT,20,BURNIE,639,1,Closed,No,-25,7.1,26,180,0.1,-9,14,LR,OK,,
11,SMITHTON,20,BURNIE,640,1,Closed,No,-29.5,1.4,29.5,100,0,0.8,14,LR,OK,,
33,SLACK,11,SMITHTON,641,1,Closed,Yes,-54.4,3.2,54.5,1000,0,3.7,14,LR,OK,,
12,EMU BAY,13,ULVERSTO,642,1,Closed,No,-16.5,10.3,19.4,180,0.1,-9,14,LR,OK,,
20,BURNIE,12,EMU BAY,643,1,Closed,No,-16.4,1.1,16.5,180,0,-9.2,14,LR,OK,,
13,ULVERSTO,14,PALOONA,644,1,Closed,No,-16.5,19.3,25.4,180,0.1,-8.7,14,LR,OK,,
14,PALOONA,15,SHEFFIEL,645,1,Closed,No,-5.9,-36.1,36.5,180,0.1,-8.6,14,LR,OK,,
15,SHEFFIEL,16,WESLEY V,646,1,Closed,No,0,-14.1,14.1,180,0,-9.3,14,LR,OK,,
15,SHEFFIEL,17,DEVONPOR,647,1,Closed,No,0,-14.1,14.1,180,0,-9.4,14,LR,OK,,
15,SHEFFIEL,18,RAILTON,648,1,Closed,No,0,-9.4,9.4,180,0,-9.4,14,LR,OK,,
19,DEVILS G,15,SHEFFIEL,649,1,Closed,No,113,-13.5,113.8,180,1.7,-2.7,14,LR,OK,,
20,BURNIE,15,SHEFFIEL,650,1,Closed,No,-56,8.7,56.6,180,0.4,-7.6,14,LR,OK,,
15,SHEFFIEL,22,SHEFF_B2,651,1,Closed,Yes,48.9,15.6,51.4,1000,0,3.3,14,LR,OK,,
16,WESLEY V,17,DEVONPOR,652,1,Closed,No,0,-4.7,4.7,180,0,-9.5,14,LR,OK,,
19,DEVILS G,21,DEVILS B,653,1,Closed,Yes,-113,13.5,113.8,1000,0,16,14,LR,OK,,
23,,20,BURNIE,654,1,Closed,Yes,-17.8,-6.5,19,1000,0,0.5,14,LR,OK,,
34,Hamsphir,20,BURNIE,655,1,Open,No,0,0,0,180,0,0,14,LR,OK,,
22,SHEFF_B2,23,,656,1,Closed,No,-17.8,-15.3,23.5,180,0.1,-8.9,14,LR,OK,,
42,FARRELL,22,SHEFF_B2,657,1,Open,No,0,0,0,180,0,0,14,LR,OK,,
48,CETHANA,22,SHEFF_B2,658,1,Closed,No,85,-24.2,88.4,180,1.1,-4.8,14,LR,OK,,
49,WILMOT,22,SHEFF_B2,659,1,Closed,No,51,-17,53.8,180,0.4,-7.5,14,LR,OK,,
50,LEMONTHY,22,SHEFF_B2,660,1,Closed,No,30,-12.3,32.4,180,0.1,-8.5,14,LR,OK,,
51,FISHER,22,SHEFF_B2,661,1,Open,No,0,0,0,180,0,0,14,LR,OK,,
53,53,22,SHEFF_B2,662,1,Closed,No,-223.7,25.7,225.2,180,7.4,20.7,14,LR,OK,,
132,132,34,Hamsphir,663,1,Closed,No,0,0,0,180,0,0,14,LR,OK,,
132,132,35,Savage r,664,1,Closed,No,0,0,0,180,0,0,14,LR,OK,,
36,QUE,120,NBUSQUEW,665,1,Closed,No,0,0,0,180,0,-8.5,14,LR,OK,,
37,37,38,MACKINTO,666,1,Closed,No,488.8,-111.4,501.3,180,37.3,140.1,14,LR,OK,,
39,ROSEBERY,37,37,667,1,Closed,No,-0.5,4.6,4.6,180,0,-8.4,14,LR,OK,,
37,37,42,FARRELL,668,1,Closed,Yes,-488.8,162.2,515.1,180,39.8,149.9,14,LR,OK,,
37,37,119,QUEENFAR,669,1,Closed,No,-0.5,-20.9,21,180,0,-8.3,14,LR,OK,,
37,37,120,NBUSQUEW,670,1,Closed,No,0,-16.9,16.9,180,0,-8.4,14,LR,OK,,
39,ROSEBERY,119,QUEENFAR,671,1,Closed,No,0.5,-4.6,4.6,0,0,0,14,LR,OK,,
40,QUEENSTO,41,NEWTON,672,1,Closed,No,0,-8.7,8.7,180,0,-8.7,14,LR,OK,,
40,QUEENSTO,119,QUEENFAR,673,1,Closed,No,0,8.7,8.7,180,0,-8.5,14,LR,OK,,
43,BASTYAN,42,FARRELL,674,1,Closed,No,80,0.5,80,180,0.9,-5.4,14,LR,OK,,
42,FARRELL,44,JOHN BUT,675,1,Closed,No,-141.1,13.9,141.8,180,2.9,2.6,14,LR,OK,,
42,FARRELL,45,TRIBUTE,676,1,Closed,No,-82,-5,82.2,180,1,-5.1,14,LR,OK,,
46,REECE,42,FARRELL,677,1,Closed,No,115,-6.3,115.2,180,1.8,-1.6,14,LR,OK,,
47,REECE,42,FARRELL,678,1,Closed,No,115,-6.3,115.2,180,1.8,-1.6,14,LR,OK,,
121,NBUS,51,FISHER,679,1,Closed,No,0,-9,9,180,0,-9,14,LR,OK,,
52,ROWALLAN,121,NBUS,680,1,Closed,No,-42.7,11.3,44.2,180,0.3,-7.9,14,LR,OK,,
54,TAMAR VA,53,53,681,1,Closed,No,200,-1.7,200,180,5.5,13.3,14,LR,OK,,
53,53,55,BASSLINK,682,1,Closed,No,0.3,-87.3,87.3,180,0.3,-87.3,14,LR,OK,,
56,COMALCO,53,53,683,1,Closed,No,-300,0,300,180,14.8,51,14,LR,OK,,
53,53,57,GEORGE T,684,1,Closed,Yes,103.1,-4.5,103.2,180,1.5,-2.4,14,LR,OK,,
57,GEORGE T,59,TEMCO,685,1,Closed,No,101.5,-2.1,101.6,180,1.5,-2.1,14,LR,OK,,
120,NBUSQUEW,132,132,686,1,Closed,No,0,0,0,180,0,0,14,LR,OK,,
11,SMITHTON,10,PORT LAT,687,1,Closed,No,-37.1,0.1,37.1,180,0.2,-8.6,15,LR,OK,,
10,PORT LAT,20,BURNIE,688,1,Closed,No,-37.3,8.7,38.3,180,0.2,-8.5,15,LR,OK,,
11,SMITHTON,20,BURNIE,689,1,Closed,No,-43.5,0.1,43.5,100,0,1.8,15,LR,OK,,
33,SLACK,11,SMITHTON,690,1,Closed,Yes,-80.7,8.4,81.1,1000,0,8.2,15,LR,OK,,
12,EMU BAY,13,ULVERSTO,691,1,Closed,No,-17.3,9.2,19.6,180,0.1,-9,15,LR,OK,,
20,BURNIE,12,EMU BAY,692,1,Closed,No,-17.3,0.1,17.3,180,0,-9.1,15,LR,OK,,
13,ULVERSTO,14,PALOONA,693,1,Closed,No,-17.4,18.2,25.2,180,0.1,-8.7,15,LR,OK,,
14,PALOONA,15,SHEFFIEL,694,1,Closed,No,-6.7,-34.1,34.7,180,0.1,-8.7,15,LR,OK,,
15,SHEFFIEL,16,WESLEY V,695,1,Closed,No,0,-9.3,9.3,180,0,-9.3,15,LR,OK,,
15,SHEFFIEL,17,DEVONPOR,696,1,Closed,No,0,-9.4,9.4,180,0,-9.4,15,LR,OK,,
15,SHEFFIEL,18,RAILTON,697,1,Closed,No,0,-9.4,9.4,180,0,-9.4,15,LR,OK,,
19,DEVILS G,15,SHEFFIEL,698,1,Closed,No,85.7,-8.9,86.2,180,1,-5.5,15,LR,OK,,
20,BURNIE,15,SHEFFIEL,699,1,Closed,No,-59.2,7.6,59.7,180,0.5,-7.4,15,LR,OK,,
15,SHEFFIEL,22,SHEFF_B2,700,1,Closed,Yes,18.2,14.2,23.1,1000,0,0.7,15,LR,OK,,
16,WESLEY V,17,DEVONPOR,701,1,Open,No,0,0,0,180,0,0,15,LR,OK,,
19,DEVILS G,21,DEVILS B,702,1,Closed,Yes,-85.7,8.9,86.2,1000,0,9.2,15,LR,OK,,
23,,20,BURNIE,703,1,Closed,Yes,4.6,-7.6,8.9,1000,0,0.1,15,LR,OK,,
34,Hamsphir,20,BURNIE,704,1,Open,No,0,0,0,180,0,0,15,LR,OK,,
22,SHEFF_B2,23,,705,1,Closed,No,4.6,-16.6,17.2,180,0,-9,15,LR,OK,,
42,FARRELL,22,SHEFF_B2,706,1,Open,No,0,0,0,180,0,0,15,LR,OK,,
